sample_id,class_label,и в,и с,и не,я не,в нем,и на,я в,в ней,как в,как будто,с ним,с тобой,что в,что ж,и я,в душе,и как,в сердце,он в,у нас,в них,не в,и вот,и к,со мной,ко мне,я с,и что,ты не,может быть,что то,к нему,мой друг,что я,к тебе,быть может,но в,он не,ты в,а в,и ты,что за,к нам,у меня,и все,то что,к ней,что же,но не,с тобою,в груди,в мире,мне в,что ты,так и,а я,не знаю,в поле,он и,если б,я и,я на,мне не,в том,с ней,и за,на свете,и так,в жизни,да и,и всё,как я,уж не,вот и,не мог,во мне,но я,о чем,в час,и снова,о том,со мною,кто то,не могу,на землю,тех пор,с тех,он с,предо мной,друг мой,и сердце,когда то,что не,во сне,нет не,а ты,как бы,в тебе,за то,как ты
amphibrach_2_1,amphibrach_2,0.8108355895384263,-1.2413855098121738,-0.09143280234357175,2.518162438927169,-1.1273145718099504,-0.9924129749750309,0.2960540188559252,-0.9771325126611332,-0.9135998591739083,0.6733366520582764,-0.8942948846728077,0.6940467224156016,-0.9044361638229418,-0.8858240527010505,0.7992506674025062,-0.8530273756614771,0.7202675796779731,-0.8286166827536344,-0.876388486090599,-0.7813312648111802,-0.7547005858198881,-0.8195411765441721,-0.6672014913303324,-0.7771470938236897,-0.8208828151721148,-0.7973330414764831,1.1286493856676296,3.052466634355993,-0.772682854454505,-0.7065562894071009,-0.6501154764588799,1.382358281011241,1.163125934954931,-0.7011119086013569,-0.6881361926690012,3.5613816005068304,-0.7148696216828417,-0.6831050699144704,3.5382065404739893,-0.6807599393135115,1.4175752888444664,-0.642913411661956,-0.7486818015150638,-0.6081575364595448,-0.6579700941851763,-0.6750657866397428,1.2791867334761242,3.207718072952924,-0.5931444664194756,-0.6517646990496797,-0.6443778873461459,-0.6764730202068776,-0.6518669572217387,-0.6195532195360542,1.352217344611527,-0.604991514951231,-0.662072696138574,-0.5225511349608053,-0.6359301517974812,1.6095353410882716,-0.6397211172629229,1.6695059408470825,-0.5883880929326198,1.8091930908155114,-0.5961770467949145,-0.6071897670347829,1.6027197433950213,-0.607643208718034,-0.586445051087855,-0.522775593290471,1.9490422328966508,-0.6115365478567507,-0.5706345815814288,-0.5294344374888281,-0.5985944537757836,-0.6065608719484259,4.593759704869934,-0.5962085876393652,-0.5550390213199045,-0.5194992980813621,-0.5715689642026663,-0.5728212996893761,-0.5418965278886577,-0.561568245984657,-0.5426939197211598,2.008467654158035,2.003087398754119,-0.5647143601727572,-0.5428891303699338,-0.571962309358614,2.079015903817288,-0.5398224429329701,-0.505279179073274,2.025822202654287,-0.55173095847463,-0.5260771468741721,2.1301151409408794,-0.5443798704869856,-0.5274017797450065,-0.5554891964844492
amphibrach_2_2,amphibrach_2,0.00874556867983008,3.1033308588563933,-1.2352465627317575,-1.2156906696158318,-1.1273145718099504,-0.9924129749750309,-1.0756460336729643,-0.9771325126611332,-0.9135998591739083,-0.8353235688481111,-0.8942948846728077,-0.9376752233685198,-0.9044361638229418,-0.8858240527010505,1.5198593970335335,-0.8530273756614771,-0.7787729116298211,-0.8286166827536344,-0.876388486090599,-0.7813312648111802,8.450654736767037,-0.8195411765441721,1.5846486092692638,1.7180922438949973,-0.8208828151721148,-0.7973330414764831,2.0021447581107776,1.9971225992917467,-0.772682854454505,-0.7065562894071009,1.9061097910058329,-0.7213904615193385,-0.6722334558247489,-0.7011119086013569,-0.6881361926690012,-0.7089638565250558,-0.7148696216828417,-0.6831050699144704,2.3486796847796123,-0.6807599393135115,5.428301398262644,-0.642913411661956,-0.7486818015150638,-0.6081575364595448,-0.6579700941851763,-0.6750657866397428,-0.6728130930655594,-0.6668713852644036,-0.5931444664194756,-0.6517646990496797,2.3730256596200863,-0.6764730202068776,-0.6518669572217387,-0.6195532195360542,-0.6369525771342748,-0.604991514951231,-0.662072696138574,1.691666539915737,-0.6359301517974812,-0.6075926771452466,-0.6397211172629229,-0.6255815575224775,-0.5883880929326198,-0.6329335754217177,-0.5961770467949145,-0.6071897670347829,2.5755048812208488,2.6866480564908946,-0.586445051087855,-0.522775593290471,-0.6296517314792861,-0.6115365478567507,-0.5706345815814288,2.6270206427878264,-0.5985944537757836,-0.6065608719484259,3.160242023403809,-0.5962085876393652,-0.5550390213199045,-0.5194992980813621,-0.5715689642026663,-0.5728212996893761,-0.5418965278886577,-0.561568245984657,-0.5426939197211598,-0.5584328784296481,-0.5512243480133684,3.0794881761228594,-0.5428891303699338,-0.571962309358614,3.2521092780574814,-0.5398224429329701,-0.505279179073274,-0.5740712545344713,-0.55173095847463,-0.5260771468741721,-0.5524341515969741,3.5897177761044605,-0.5274017797450065,-0.5554891964844492
amphibrach_2_3,amphibrach_2,1.3358399668276895,3.4983050741898998,-1.2352465627317575,-1.2156906696158318,0.4771255692383751,-0.9924129749750309,-1.0756460336729643,-0.9771325126611332,0.8623479674774828,0.9476385104048923,2.716681689981733,-0.9376752233685198,-0.9044361638229418,-0.8858240527010505,-0.8221189742673052,-0.8530273756614771,-0.7787729116298211,-0.8286166827536344,-0.876388486090599,2.829184488630294,3.011126591602036,1.2480974757580885,1.1752213182511555,1.2644123643097815,1.3436579014081946,3.5917434512191715,-0.8367152023294531,-0.7467718918752942,-0.772682854454505,-0.7065562894071009,-0.6501154764588799,-0.7213904615193385,3.6658887405635854,-0.7011119086013569,-0.6881361926690012,-0.7089638565250558,1.8225433548159227,-0.6831050699144704,-0.7440901400257669,-0.6807599393135115,-0.7057502984945692,-0.642913411661956,-0.7486818015150638,-0.6081575364595448,-0.6579700941851763,-0.6750657866397428,-0.6728130930655594,1.6226587491367446,-0.5931444664194756,-0.6517646990496797,-0.6443778873461459,-0.6764730202068776,-0.6518669572217387,-0.6195532195360542,-0.6369525771342748,-0.604991514951231,-0.662072696138574,1.2890815081200022,-0.6359301517974812,2.0126495262216384,-0.6397211172629229,-0.6255815575224775,-0.5883880929326198,-0.6329335754217177,-0.5961770467949145,-0.6071897670347829,-0.5860468167130903,-0.607643208718034,2.1352825398148654,-0.522775593290471,-0.6296517314792861,-0.6115365478567507,-0.5706345815814288,-0.5294344374888281,-0.5985944537757836,-0.6065608719484259,-0.5669039484081179,-0.5962085876393652,-0.5550390213199045,-0.5194992980813621,-0.5715689642026663,-0.5728212996893761,-0.5418965278886577,-0.561568245984657,-0.5426939197211598,-0.5584328784296481,-0.5512243480133684,-0.5647143601727572,-0.5428891303699338,-0.571962309358614,2.558917738733731,-0.5398224429329701,-0.505279179073274,5.5711314624571395,-0.55173095847463,-0.5260771468741721,-0.5524341515969741,-0.5443798704869856,-0.5274017797450065,-0.5554891964844492
amphibrach_2_4,amphibrach_2,2.6155381364702674,0.062029400788396444,0.251711325772884,-1.2156906696158318,0.6375695833432076,-0.9924129749750309,-1.0756460336729643,-0.9771325126611332,-0.9135998591739083,-0.8353235688481111,1.0917422313871894,3.304801835670196,-0.9044361638229418,1.1018212145551918,1.2856615599034498,-0.8530273756614771,5.067485004470577,1.3318126305137161,-0.876388486090599,-0.7813312648111802,1.3165043617621701,-0.8195411765441721,-0.6672014913303324,-0.7771470938236897,-0.8208828151721148,1.616659029506127,-0.8367152023294531,-0.7467718918752942,-0.772682854454505,-0.7065562894071009,-0.6501154764588799,-0.7213904615193385,-0.6722334558247489,-0.7011119086013569,-0.6881361926690012,2.0667606905456704,-0.7148696216828417,-0.6831050699144704,-0.7440901400257669,-0.6807599393135115,-0.7057502984945692,-0.642913411661956,1.970486952838554,-0.6081575364595448,-0.6579700941851763,-0.6750657866397428,-0.6728130930655594,-0.6668713852644036,-0.5931444664194756,1.9299212078375638,-0.6443778873461459,-0.6764730202068776,-0.6518669572217387,-0.6195532195360542,-0.6369525771342748,-0.604991514951231,2.427593253013912,-0.5225511349608053,-0.6359301517974812,-0.6075926771452466,-0.6397211172629229,-0.6255815575224775,-0.5883880929326198,-0.6329335754217177,2.086266633905098,-0.6071897670347829,-0.5860468167130903,5.322081068658037,-0.586445051087855,-0.522775593290471,-0.6296517314792861,-0.6115365478567507,-0.5706345815814288,-0.5294344374888281,-0.5985944537757836,-0.6065608719484259,-0.5669039484081179,-0.5962085876393652,2.3343256756649167,-0.5194992980813621,-0.5715689642026663,2.6677827856480962,-0.5418965278886577,2.8888774049953607,-0.5426939197211598,-0.5584328784296481,-0.5512243480133684,-0.5647143601727572,-0.5428891303699338,-0.571962309358614,-0.560444188223147,-0.5398224429329701,-0.505279179073274,2.8057902398109147,-0.55173095847463,-0.5260771468741721,-0.5524341515969741,-0.5443798704869856,-0.5274017797450065,-0.5554891964844492
amphibrach_2_5,amphibrach_2,1.051462595796005,-0.3724422360784603,-1.2352465627317575,0.9416466819867909,-1.1273145718099504,0.07897824711429374,-1.0756460336729643,0.3613303291044111,0.3887618803704451,-0.8353235688481111,0.42972985936719055,-0.9376752233685198,0.5654372258113042,-0.8858240527010505,-0.8221189742673052,0.6054434679353519,-0.7787729116298211,0.611669526091266,0.678078495441505,-0.7813312648111802,0.6261027125681509,-0.8195411765441721,0.6839085690294254,-0.7771470938236897,2.353776902479006,-0.7973330414764831,-0.8367152023294531,0.8995648028249306,-0.772682854454505,-0.7065562894071009,-0.6501154764588799,1.1018584486738305,0.9184113495176404,1.1335580339069808,1.0359162042751038,-0.7089638565250558,3.006669410515346,-0.6831050699144704,-0.7440901400257669,-0.6807599393135115,-0.7057502984945692,-0.642913411661956,1.064097368054015,-0.6081575364595448,2.9339058253369226,1.174013113037225,1.0189200899372333,1.0121173799631051,-0.5931444664194756,-0.6517646990496797,-0.6443778873461459,-0.6764730202068776,-0.6518669572217387,-0.6195532195360542,-0.6369525771342748,-0.604991514951231,1.3977046032964167,-0.5225511349608053,-0.6359301517974812,1.3139182719904692,-0.6397211172629229,-0.6255815575224775,-0.5883880929326198,-0.6329335754217177,1.1921187403384272,-0.6071897670347829,-0.5860468167130903,1.3689315504073232,1.40948851557414,-0.522775593290471,-0.6296517314792861,-0.6115365478567507,-0.5706345815814288,-0.5294344374888281,-0.5985944537757836,-0.6065608719484259,-0.5669039484081179,-0.5962085876393652,1.3712041100033099,-0.5194992980813621,-0.5715689642026663,-0.5728212996893761,-0.5418965278886577,-0.561568245984657,3.815401148547631,-0.5584328784296481,-0.5512243480133684,-0.5647143601727572,-0.5428891303699338,1.566310502936733,1.7270878915452301,-0.5398224429329701,-0.505279179073274,-0.5740712545344713,-0.55173095847463,1.775461595060714,-0.5524341515969741,1.9360787174678826,-0.5274017797450065,-0.5554891964844492
amphibrach_2_6,amphibrach_2,-0.4679250722875642,2.11025283173215,0.039288770272220906,-1.2156906696158318,-1.1273145718099504,-0.9924129749750309,-1.0756460336729643,0.7437482838945665,0.7608652345259745,-0.8353235688481111,-0.8942948846728077,-0.9376752233685198,2.875238266665119,0.817871890661443,0.9845500550219132,-0.8530273756614771,0.8915864929702924,-0.8286166827536344,-0.876388486090599,-0.7813312648111802,-0.7547005858198881,-0.8195411765441721,1.069940014846499,3.072650741513713,1.2199698604607485,1.2718030193657541,1.3532624814387249,1.3699467155964231,-0.772682854454505,-0.7065562894071009,-0.6501154764588799,-0.7213904615193385,3.417996043627109,-0.7011119086013569,-0.6881361926690012,-0.7089638565250558,-0.7148696216828417,1.6022297359514737,1.6417608676812399,-0.6807599393135115,-0.7057502984945692,-0.642913411661956,1.58203427364518,-0.6081575364595448,-0.6579700941851763,-0.6750657866397428,-0.6728130930655594,1.4918284557423933,-0.5931444664194756,-0.6517646990496797,-0.6443778873461459,-0.6764730202068776,-0.6518669572217387,1.5735897850293372,-0.6369525771342748,-0.604991514951231,-0.662072696138574,-0.5225511349608053,-0.6359301517974812,-0.6075926771452466,-0.6397211172629229,-0.6255815575224775,-0.5883880929326198,-0.6329335754217177,-0.5961770467949145,-0.6071897670347829,-0.5860468167130903,-0.607643208718034,-0.586445051087855,-0.522775593290471,2.243750114539615,-0.6115365478567507,-0.5706345815814288,-0.5294344374888281,-0.5985944537757836,-0.6065608719484259,-0.5669039484081179,-0.5962085876393652,-0.5550390213199045,-0.5194992980813621,2.5024104928332864,2.2048393448856003,-0.5418965278886577,-0.561568245984657,2.25893862416592,-0.5584328784296481,-0.5512243480133684,-0.5647143601727572,-0.5428891303699338,-0.571962309358614,2.380668485764766,-0.5398224429329701,-0.505279179073274,2.3229528834758595,-0.55173095847463,-0.5260771468741721,2.4366922029452054,2.6447811711692735,-0.5274017797450065,-0.5554891964844492
amphibrach_2_7,amphibrach_2,0.8868230651987143,-0.21237373828540787,-0.0613324402280932,-1.2156906696158318,1.659344620537141,-0.9924129749750309,-1.0756460336729643,-0.9771325126611332,2.1709411029048233,-0.8353235688481111,0.6736291543219269,2.4116487706094136,0.8362033765334019,-0.8858240527010505,-0.8221189742673052,0.874109149650557,2.2982049389493353,0.8769854066679581,-0.876388486090599,2.354116626335363,0.8804612149027894,-0.8195411765441721,-0.6672014913303324,-0.7771470938236897,-0.8208828151721148,-0.7973330414764831,-0.8367152023294531,-0.7467718918752942,1.2493553897928018,1.3393578335988525,1.1661498451607843,-0.7213904615193385,1.2114248662912384,-0.7011119086013569,-0.6881361926690012,1.4823976280044646,-0.7148696216828417,1.4218085670673202,-0.7440901400257669,-0.6807599393135115,-0.7057502984945692,-0.642913411661956,-0.7486818015150638,-0.6081575364595448,-0.6579700941851763,-0.6750657866397428,5.337291636023309,-0.6668713852644036,-0.5931444664194756,-0.6517646990496797,-0.6443778873461459,1.5559766066624894,-0.6518669572217387,-0.6195532195360542,-0.6369525771342748,-0.604991514951231,-0.662072696138574,-0.5225511349608053,-0.6359301517974812,-0.6075926771452466,-0.6397211172629229,-0.6255815575224775,-0.5883880929326198,-0.6329335754217177,1.5215416484945692,-0.6071897670347829,3.906684543508823,-0.607643208718034,-0.586445051087855,-0.522775593290471,-0.6296517314792861,-0.6115365478567507,-0.5706345815814288,-0.5294344374888281,-0.5985944537757836,-0.6065608719484259,-0.5669039484081179,-0.5962085876393652,1.7260383710365332,-0.5194992980813621,-0.5715689642026663,4.5439219929487376,-0.5418965278886577,-0.561568245984657,-0.5426939197211598,-0.5584328784296481,-0.5512243480133684,-0.5647143601727572,-0.5428891303699338,-0.571962309358614,-0.560444188223147,2.194711772974142,-0.505279179073274,-0.5740712545344713,-0.55173095847463,-0.5260771468741721,-0.5524341515969741,-0.5443798704869856,-0.5274017797450065,-0.5554891964844492
amphibrach_2_8,amphibrach_2,1.1408383409773917,2.11025283173215,0.039288770272220906,0.17116905641442556,-1.1273145718099504,-0.9924129749750309,0.45281973914494117,0.7437482838945665,2.4353303282258576,0.8457549630190064,-0.8942948846728077,-0.9376752233685198,2.875238266665119,0.817871890661443,-0.8221189742673052,-0.8530273756614771,0.8915864929702924,1.0231798714755231,1.1222119187363917,-0.7813312648111802,1.020617940679019,-0.8195411765441721,-0.6672014913303324,-0.7771470938236897,1.2199698604607485,-0.7973330414764831,-0.8367152023294531,-0.7467718918752942,1.422672953585428,-0.7065562894071009,-0.6501154764588799,-0.7213904615193385,-0.6722334558247489,-0.7011119086013569,-0.6881361926690012,-0.7089638565250558,1.677548327587422,-0.6831050699144704,1.6417608676812399,-0.6807599393135115,-0.7057502984945692,-0.642913411661956,-0.7486818015150638,-0.6081575364595448,1.6510929969361725,-0.6750657866397428,1.5022724279380313,3.65052829674919,-0.5931444664194756,-0.6517646990496797,1.6833334203135188,-0.6764730202068776,-0.6518669572217387,-0.6195532195360542,1.5795510499539047,-0.604991514951231,-0.662072696138574,2.8936704205630033,-0.6359301517974812,-0.6075926771452466,-0.6397211172629229,-0.6255815575224775,-0.5883880929326198,-0.6329335754217177,-0.5961770467949145,-0.6071897670347829,-0.5860468167130903,-0.607643208718034,-0.586445051087855,-0.522775593290471,-0.6296517314792861,-0.6115365478567507,-0.5706345815814288,-0.5294344374888281,-0.5985944537757836,-0.6065608719484259,2.3083229441325113,-0.5962085876393652,-0.5550390213199045,2.2361974608992945,-0.5715689642026663,-0.5728212996893761,-0.5418965278886577,-0.561568245984657,-0.5426939197211598,-0.5584328784296481,-0.5512243480133684,-0.5647143601727572,-0.5428891303699338,-0.571962309358614,-0.560444188223147,-0.5398224429329701,-0.505279179073274,-0.5740712545344713,-0.55173095847463,-0.5260771468741721,-0.5524341515969741,-0.5443798704869856,-0.5274017797450065,-0.5554891964844492
amphibrach_2_9,amphibrach_2,1.8516872910246978,1.4866922100494848,0.8395783979723934,-0.08685135773073858,1.3353144818921305,-0.9924129749750309,-1.0756460336729643,0.42358441476792474,-0.9135998591739083,0.532996166392566,1.8769196958760257,-0.9376752233685198,0.6338034299803388,0.500905203524235,-0.8221189742673052,-0.8530273756614771,-0.7787729116298211,0.6786595823166102,2.377147056651014,0.6040991987186878,0.6903261217955015,0.7672512775482603,-0.6672014913303324,2.356409283776522,0.8402763394127739,-0.7973330414764831,-0.8367152023294531,-0.7467718918752942,-0.772682854454505,-0.7065562894071009,-0.6501154764588799,-0.7213904615193385,-0.6722334558247489,-0.7011119086013569,-0.6881361926690012,-0.7089638565250558,-0.7148696216828417,-0.6831050699144704,-0.7440901400257669,-0.6807599393135115,-0.7057502984945692,-0.642913411661956,-0.7486818015150638,2.809354416200367,-0.6579700941851763,-0.6750657866397428,-0.6728130930655594,-0.6668713852644036,-0.5931444664194756,-0.6517646990496797,-0.6443778873461459,1.2963894407474468,-0.6518669572217387,-0.6195532195360542,1.1671782821235457,1.3497608187847834,-0.662072696138574,-0.5225511349608053,1.5054948549934728,1.4032908742758512,-0.6397211172629229,-0.6255815575224775,-0.5883880929326198,1.5820185172120482,-0.5961770467949145,-0.6071897670347829,-0.5860468167130903,-0.607643208718034,-0.586445051087855,-0.522775593290471,-0.6296517314792861,-0.6115365478567507,-0.5706345815814288,-0.5294344374888281,-0.5985944537757836,-0.6065608719484259,-0.5669039484081179,-0.5962085876393652,-0.5550390213199045,1.7235096917866144,-0.5715689642026663,1.6880652714763023,-0.5418965278886577,-0.561568245984657,-0.5426939197211598,-0.5584328784296481,-0.5512243480133684,1.7235058370361185,-0.5428891303699338,-0.571962309358614,1.8334847324646895,-0.5398224429329701,-0.505279179073274,1.7839716484971935,1.9407708801645769,-0.5260771468741721,-0.5524341515969741,-0.5443798704869856,-0.5274017797450065,-0.5554891964844492
amphibrach_2_10,amphibrach_2,0.2060163575937013,0.872260291161724,-1.2352465627317575,-1.2156906696158318,-1.1273145718099504,-0.9924129749750309,-1.0756460336729643,2.2785879132550555,0.6703536078394946,-0.8353235688481111,-0.8942948846728077,-0.9376752233685198,-0.9044361638229418,2.337384488795559,-0.8221189742673052,0.9207885151995311,-0.7787729116298211,-0.8286166827536344,1.0141794644214195,0.8287635982100178,0.9246547770844836,-0.8195411765441721,-0.6672014913303324,2.864553561225205,1.109653499615729,-0.7973330414764831,-0.8367152023294531,3.257830879017144,1.3040050720697562,-0.7065562894071009,3.080591670651782,-0.7213904615193385,1.2623345506727517,1.5302434268817566,-0.6881361926690012,-0.7089638565250558,-0.7148696216828417,-0.6831050699144704,-0.7440901400257669,-0.6807599393135115,-0.7057502984945692,-0.642913411661956,1.4560496209338156,-0.6081575364595448,-0.6579700941851763,1.5738139562106237,-0.6728130930655594,-0.6668713852644036,-0.5931444664194756,-0.6517646990496797,-0.6443778873461459,-0.6764730202068776,-0.6518669572217387,1.4550415145122892,1.4597400430842733,-0.604991514951231,-0.662072696138574,2.7090097959400943,-0.6359301517974812,-0.6075926771452466,-0.6397211172629229,-0.6255815575224775,-0.5883880929326198,-0.6329335754217177,-0.5961770467949145,-0.6071897670347829,-0.5860468167130903,-0.607643208718034,-0.586445051087855,-0.522775593290471,2.0884310958358907,-0.6115365478567507,-0.5706345815814288,-0.5294344374888281,-0.5985944537757836,-0.6065608719484259,-0.5669039484081179,2.1324777984248118,1.7876891113704914,-0.5194992980813621,-0.5715689642026663,-0.5728212996893761,-0.5418965278886577,5.033749025874832,2.107499027199051,-0.5584328784296481,-0.5512243480133684,-0.5647143601727572,-0.5428891303699338,-0.571962309358614,2.2216894223059604,-0.5398224429329701,-0.505279179073274,-0.5740712545344713,-0.55173095847463,-0.5260771468741721,-0.5524341515969741,-0.5443798704869856,-0.5274017797450065,-0.5554891964844492
